PT_ID;XVAL;YVAL
45971409;642775;5085355
45971410;642785;5085355
45972312;641805;5085365
45972399;642675;5085365
45972400;642685;5085365
45972402;642705;5085365
45972406;642745;5085365
45972407;642755;5085365
45972408;642765;5085365
45972409;642775;5085365
45972410;642785;5085365
45972411;642795;5085365
45973315;641835;5085375
45973399;642675;5085375
45973400;642685;5085375
45973402;642705;5085375
45973407;642755;5085375
45973408;642765;5085375
45973409;642775;5085375
45973410;642785;5085375
45974315;641835;5085385
45974396;642645;5085385
45974397;642655;5085385
45974401;642695;5085385
45974402;642705;5085385
45974403;642715;5085385
45974405;642735;5085385
45974408;642765;5085385
45974409;642775;5085385
45975316;641845;5085395
45975395;642635;5085395
45975396;642645;5085395
45975401;642695;5085395
45975405;642735;5085395
45975406;642745;5085395
45975407;642755;5085395
45976393;642615;5085405
45976395;642635;5085405
45976401;642695;5085405
45976405;642735;5085405
45976406;642745;5085405
45976407;642755;5085405
45977318;641865;5085415
45977322;641905;5085415
45977323;641915;5085415
45977327;641955;5085415
45977392;642605;5085415
45977399;642675;5085415
45977406;642745;5085415
45978321;641895;5085425
45978391;642595;5085425
45978397;642655;5085425
45978398;642665;5085425
45979390;642585;5085435
45980389;642575;5085445
45980390;642585;5085445
45981388;642565;5085455
45981389;642575;5085455
45982387;642555;5085465
45982388;642565;5085465
45982389;642575;5085465
45982390;642585;5085465
45982391;642595;5085465
45982394;642625;5085465
45982395;642635;5085465
45983387;642555;5085475
45983388;642565;5085475
45983389;642575;5085475
45983390;642585;5085475
45983391;642595;5085475
45983393;642615;5085475
45983394;642625;5085475
45983395;642635;5085475
45984388;642565;5085485
45984389;642575;5085485
45984390;642585;5085485
45984391;642595;5085485
45984392;642605;5085485
45984393;642615;5085485
45984394;642625;5085485
45984395;642635;5085485
45984396;642645;5085485
45985389;642575;5085495
45985390;642585;5085495
45985391;642595;5085495
45985392;642605;5085495
45985393;642615;5085495
45985394;642625;5085495
45985395;642635;5085495
45985396;642645;5085495
45986330;641985;5085505
45986389;642575;5085505
45986390;642585;5085505
45986392;642605;5085505
45986393;642615;5085505
45986394;642625;5085505
45986395;642635;5085505
45986396;642645;5085505
45987389;642575;5085515
45987394;642625;5085515
45987395;642635;5085515
45987396;642645;5085515
45988384;642525;5085525
45988385;642535;5085525
45988388;642565;5085525
45989384;642525;5085535
45989385;642535;5085535
45989386;642545;5085535
45990384;642525;5085545
45990385;642535;5085545
45990386;642545;5085545
45991327;641955;5085555
45991331;641995;5085555
45991378;642465;5085555
45991385;642535;5085555
45991386;642545;5085555
45991387;642555;5085555
45992326;641945;5085565
45992329;641975;5085565
45992379;642475;5085565
45992385;642535;5085565
45992386;642545;5085565
45992387;642555;5085565
45992388;642565;5085565
45992393;642615;5085565
45993327;641955;5085575
45993379;642475;5085575
45993380;642485;5085575
45993385;642535;5085575
45993386;642545;5085575
45993387;642555;5085575
45993388;642565;5085575
45993389;642575;5085575
45993390;642585;5085575
45993391;642595;5085575
45993392;642605;5085575
45994327;641955;5085585
45994329;641975;5085585
45994332;642005;5085585
45994380;642485;5085585
45994381;642495;5085585
45994386;642545;5085585
45994387;642555;5085585
45994388;642565;5085585
45994389;642575;5085585
45994390;642585;5085585
45994391;642595;5085585
45995387;642555;5085595
45995388;642565;5085595
45995389;642575;5085595
45995390;642585;5085595
45996332;642005;5085605
45996388;642565;5085605
45997332;642005;5085615
45997387;642555;5085615
