;PT_ID;1926;X_COORD;Y_COORD;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
44;45967310;0.0;-73.17197494723438;45.90678059651222;;;;;;0.0;;;;0.0;;;;;;0.0;;;;;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;;0.71;;;;;;0.0;;;0.0;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;0.0;;0.0;;0.697;;;;;
45;45967404;0.0;-73.15986188841215;45.90658612041613;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.758;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;;;;0.655;0.0;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
46;45967416;0.0;-73.1583155494461;45.90656120130882;;0.377;;;;0.0;;;;0.772;;;;;;0.0;;;;0.0;0.821;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;0.421;;;0.0;;0.0;;0.501;;;0.0;;0.0;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;0.0
47;45968403;0.0;-73.15998777690277;45.90667815450512;;;;;;0.0;;;;;;;;0.0;;0.0;;;;0.0;0.688;;;;;;;;;;;;0.0;;;;;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
48;45968411;0.0;-73.15895688225605;45.906661545200755;;;;;;0.0;;;;0.398;;;;0.0;;0.0;;0.0;;0.0;0.441;;;;;;;;;;;;0.0;;;;0.0;;;;;;;;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.787;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
49;45969402;0.0;-73.16011366580926;45.906770188460264;;;;0.0;;0.0;;;;;0.719;;;0.0;;;;0.0;;0.0;;;;0.0;;;;;;;;;0.0;;;;0.0;;;;;0.0;;;;;;;0.0;;0.0;;;;0.0;0.0;1.0;0.0;;;;;;;;;;;;;0.67;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
50;45969410;0.0;-73.15908276938602;45.90675358026598;;;;;;0.0;;;;0.0;;;;;;0.0;0.0;;;;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;0.0;;;;;;;
51;45969413;0.0;-73.15869618346049;45.906747349796696;;0.901;0.684;;;0.0;;0.0;;0.0;;;;;;0.0;0.0;;0.0;;1.0;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;0.52;0.0;;0.0;0.823;0.704;;;;;0.0;;;0.0;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;;0.804;;;;;
52;45970400;0.0;-73.1603684174702;45.90686429751351;;0.361;;;;0.0;;;;;;;;;;0.0;;;;0.0;0.811;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;0.409;;;0.0;;0.0;;0.492;;;0.0;0.395;0.0;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
53;45971410;0.0;-73.15907682004078;45.90693349704896;;;;;;0.0;;;;0.711;;;;0.0;;0.0;;;;0.0;0.756;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;0.356;;;0.0;;0.0;;0.437;;;0.0;0.661;0.0;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;0.0
54;45972312;0.0;-73.17170244984746;45.90722626721083;;;;0.0;;0.0;;;;;0.821;;;0.0;;;;0.0;;0.0;;;;0.0;;;;;;;;;0.0;;;;0.0;;;;;0.0;;;;;;;0.0;;0.0;;;;0.0;0.0;1.0;0.0;;;;;;;;;;;;;0.648;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
55;45972398;0.0;-73.16062019780671;45.90704836447697;;0.742;;;;0.0;;;;;;;;;;0.0;0.0;;;;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;0.0;;;;;;;;;;0.0;;;;;;;;;;;;;;;0.653;;;;;;;;0.0;;;;0.0;;;;;;;
56;45972399;0.0;-73.16049133502403;45.90704628952252;;;;0.0;;0.0;;;;;0.751;;;0.0;;;;0.0;;0.0;;;;0.0;;;;;;;;;0.0;;;;0.0;;;;;0.0;;;;;;;0.0;;0.0;;;;0.0;;1.0;0.0;;;;;;;;;;;;;0.664;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
